,KODE_KANTOR,KANTOR_CABANG,KODE_KANWIL,KANWIL,KODE_PPK,NAMA_PPK,ALAMAT_PPK,KODE_POS_PPK,TELEPON_AREA_PPK,TELEPON_PPK,CONTACT_PERSON,TELEPON_PEMILIK,TELEPON_EXT_PEMILIK,NO_PPK,JENIS_FASKES,TGL_PPK,STATUS,ADDRESS,location,point,latitude,longitude
201,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,5262,RS SARININGSIH,JL. LL RE MARTADINATA NO. 9,,,,IBU PONINGSIH,,,1100000000015,RUMAH SAKIT TC,31/Jul/2010 17:00:00,AKTIF,"RS SARININGSIH,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
202,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,8498,KLINIK RATNASARI 2,JL RAYA CIWIDEY KP PEER  RT 03 RW 23 DESA CIWIDEY KEC CIWIDEY,,22.0,5927794,APENG HIDAYAT,081321134979,081321134979,1500000000911,RS. TRAUMA CENTRE,28/Apr/2015 17:00:00,AKTIF,"KLINIK RATNASARI 2,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
203,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9220,KLINIK LUHUR MEDICA CENTRE,JL JEND SUDIRMAN NO 472/474 ANDIR - BANDUNG,1-DNH-8509,22.0,6037679,IBU UNI NURHAYATI,6044837,6044837,1500000001537,RS. TRAUMA CENTRE,29/Apr/2015 17:00:00,AKTIF,"KLINIK LUHUR MEDICA CENTRE,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
204,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,8497,KLINIK SEHAT MEDIKA UTAMA,JL PANGALENGAN SITU CILEUNCA KP SIDAMUKTI RT 01 RW 04 PANGALENGAN,,,081320605293,APENG HIDAYAT,081321134979,081321134979,1500000000882,RS. TRAUMA CENTRE,28/Apr/2015 17:00:00,AKTIF,"KLINIK SEHAT MEDIKA UTAMA,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
205,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9228,KLINIK KATAPANG,JL TERUSAN KOPO NO 65 KATAPANG-SOREANG,1-DNH-5610,22.0,21175677,DR FELIX KASIM M.KES,08122065866,08122065866,1500000001541,RS. TRAUMA CENTRE,18/May/2015 17:00:00,AKTIF,"KLINIK KATAPANG,BANDUNG,INDONESIA","Jalan Andir-Katapang, Dayeuhkolot, Jawa Barat, 40288, Indonesia","(-6.9884806, 107.6196407, 0.0)",-6.9884806,107.6196407
206,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,8496,KLINIK ALBAR,JL TERUSAN KOPO NO 371 KOPO MARGAHAYU,1-DNH-5613,,085863333599,087822595109,08563333599,08563333599,1500000000873,RS. TRAUMA CENTRE,09/Apr/2015 17:00:00,AKTIF,"KLINIK ALBAR,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
207,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,8494,KLINIK NORMA MASITHA,JL RAYA TIMUR NO 41 BANJARAN KAB BANDUNG,,22.0,5944144,WARSITO BP,5944144,5944144,1500000000871,RS. TRAUMA CENTRE,19/Mar/2015 17:00:00,AKTIF,"KLINIK NORMA MASITHA,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
208,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,6819,KLINIK AVIATI KOPO,JL KOPO NO. 59 PANJUNAN - KOTA BANDUNG,1-DNH-5726,22.0,5232291,CITRA S. S.SI APT,5232291,5232291,1400000000252,RS. TRAUMA CENTRE,07/Apr/2014 17:00:00,AKTIF,"KLINIK AVIATI KOPO,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
209,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9513,KLINIK BHAYANGKARA HUSADA POLRES BANDUNG,JL. BHAYANGKARA NO. 1 POLRES BANDUNG - SOREANG,,22.0,85871980,,858871980,858871980,1500000001810,,27/May/2015 00:00:00,AKTIF,"KLINIK BHAYANGKARA HUSADA POLRES BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
210,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9414,KLINIK WIDYA BHAKTI INTI,JL. MOCH TOHA NO.77 BANDUNG,,22.0,5201501,,5201501,5201501,1500000001709,,27/May/2015 00:00:00,AKTIF,"KLINIK WIDYA BHAKTI INTI,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
211,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9389,SANTOSA HOSPITAL BANDUNG CENTRAL,JL KEBONJATI NO 38 BANDUNG,,22.0,4248555,,4263856,4263856,1500000001715,,30/Apr/2015 00:00:00,AKTIF,"SANTOSA HOSPITAL BANDUNG CENTRAL,BANDUNG,INDONESIA","Santosa Hospital, Gang Haji Hamim, Margahayu Utara, Jawa Barat, 40223, Indonesia","(-6.95290465, 107.5864284282085, 0.0)",-6.95290465,107.5864284282085
