KODE_KANTOR,KANTOR_CABANG,KODE_KANWIL,KANWIL,KODE_PPK,NAMA_PPK,ALAMAT_PPK,KODE_POS_PPK,TELEPON_AREA_PPK,TELEPON_PPK,CONTACT_PERSON,TELEPON_PEMILIK,TELEPON_EXT_PEMILIK,NO_PPK,JENIS_FASKES,TGL_PPK,STATUS
J10,JAKARTA PLUIT,J10,KANWIL DKI JAKARTA,8554,PUSKESMAS KELURAHAN PEJAGALAN,"JL TELUK GONG KAV RT 003/12, PENJARINGAN",,021,6616245,,6616245,6616245,1500000000897,RS. TRAUMA CENTRE,21/May/2015 17:00:00,AKTIF
K06,SUKABUMI,K06,KANWIL JAWA BARAT,7681,PKM CIKEMBAR,JL PELABUHAN II KEC CIKEMBAR,,,,ENENG,,,1500000000152,RS. TRAUMA CENTRE,05/Jan/2015 17:00:00,AKTIF
K06,SUKABUMI,K06,KANWIL JAWA BARAT,7682,PKM SEKARWANGI,JL SILIWANGI RW 017 KEC CIBADAK,,,,ENENG,,,1500000000150,RS. TRAUMA CENTRE,05/Jan/2015 17:00:00,AKTIF
A03,MEULABOH,A03,KANWIL SUMBAGUT,7107,RSU SWASTA MONTELLA MEULABOH,JL. BERINGIN JAYA DUSUN COT GAMPONG SEUNEUBOK KEC. JOHAN PAHLAWAN,,+62,6557110645,085277358711,085277999012,085277999012,1400000000379,RS. TRAUMA CENTRE,03/Aug/2014 17:00:00,AKTIF
101,PAPUA JAYAPURA,101,KANWIL BANUSPA,7514,RS MARTHEN INDEY,JL. DIPONEGORO NO. 27 GURABESI,,0967,,082121991105,09675126514,09675126514,1500000000081,RS. TRAUMA CENTRE,09/Oct/2014 17:00:00,AKTIF
B04,TANJUNG MORAWA,B04,KANWIL SUMBAGUT,7474,PUSKESMAS SIBOLANGIT,DESA SIBOLANGIT KEC. SIBOLANGIT,,,08126420297,DR. TOMO EDY,,,1400000000680,RS. TRAUMA CENTRE,14/Dec/2014 17:00:00,AKTIF
N11,SIDOARJO,N11,KANWIL JATIM,8512,KLINIK HABIBAH 2,DS PILANG BANGU RT 08 RW 03 BALONG BENDO,1-DNH-5986,031,8979631,,,,1500000000918,KLINIK TC,11/Apr/2015 17:00:00,AKTIF
A03,MEULABOH,A03,KANWIL SUMBAGUT,7434,KLINIK JEUMPA MEDICA,JL. GAJA MADA NO.40 MEULABOH,1-DNH-1094,,,08126915217,6915217,6915217,1400000000611,RS. TRAUMA CENTRE,09/Dec/2014 17:00:00,AKTIF
R03,PALANGKARAYA,R03,KANWIL KALIMANTAN,8334,RS. PKU MUHAMMADIYAH PALANGKARAYA,JL.RTA. MILONO KM.2.5,,0536,3239444,085752325659,3244801,3244801,1500000000740,RUMAH SAKIT TC,20/Apr/2015 17:00:00,AKTIF
D01,TANJUNG PINANG,D01,KANWIL SUMBARRIAU,8207,PUSKESMAS TANJUNGPINANG/PANCUR,"JL. IR. JUANDA NO.1 KEL. KP. BARU, KEC. TANJUNG PINANG BARAT",,,,DR. LISA (085272213297),085272213297,085272213297,1500000000824,KLINIK TC,22/Apr/2015 17:00:00,AKTIF
L02,CILACAP,L02,KANWIL JATENG DAN DIY,8322,RSU PERMATA MEDIKA KEBUMEN,JL. INDRAKILA NO. 17,,0287,3870779,IBU IBNA (087837808748),3870779,3870779,1500000000733,RS. TRAUMA CENTRE,31/Mar/2015 17:00:00,AKTIF
102,PAPUA MIMIKA,102,KANWIL BANUSPA,7795,RSUD KABUPATEN NABIRE,LN. RE. MARTHADINATA NABIRE PAPUA,,,,081340239188,081340239188,081340239188,1500000000258,RS. TRAUMA CENTRE,05/Mar/2015 17:00:00,AKTIF
A02,LANGSA,A02,KANWIL SUMBAGUT,7325,KLINIK BINA HUSADA,JL. T. CHIK DITIRO NO. 3 GAMPONG PAYA BUJOK TUNONG LANGSA BARO,1-DNH-6272,,085361873663,085361873663,085361873663,085361873663,1400000000552,RS. TRAUMA CENTRE,11/Dec/2014 17:00:00,AKTIF
T00,MANADO,T00,KANWIL SULAWESI MALUKU,7761,RUMAH SAKIT UMUM DAERAH TALAUD,DESA MALA KEC. MELONGUANE  TALAUD,,,,081340703572,,,1500000000227,RS. TRAUMA CENTRE,31/Jan/2015 17:00:00,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,8273,RUMAH SAKIT ARI ÇANTI,JL. RAYA MAS UBUD,,0361,976508,087862466400,976508,976508,1500000000724,RUMAH SAKIT TC,30/Mar/2015 17:00:00,AKTIF
B01,PEMATANGSIANTAR,B01,KANWIL SUMBAGUT,7771,KLINIK RIDHO,JALAN HARANGGAOL NO 89 KEL TIGARAJA KEC SIPANGAN BOLON KAB SIMALUNGUN,,0812,64530224,081264530224,64530224,64530224,1500000000236,KLINIK TC,21/Feb/2015 17:00:00,AKTIF
K06,SUKABUMI,K06,KANWIL JAWA BARAT,7300,RS KARTIKA KASIH,JL. JEND. A. YANI NO 18A,,0266,6250902,RONALD,,,1400000000531,RS. TRAUMA CENTRE,31/Aug/2014 17:00:00,AKTIF
H00,BANDAR LAMPUNG ,H00,KANWIL SUMBAGSEL,7637,RSUD PESAWARAN,JL. RAYA KEDONDONG DESA WAY LAYAP KEC. GEDONG TATAAN,,,,,,,1500000000134,RUMAH SAKIT TC,11/Jan/2015 17:00:00,AKTIF
K01,BEKASI KOTA,K01,KANWIL JAWA BARAT,7103,KLINIK MEDIKA HARMONY,JL FATAHILLAH NO 1 CIKARANG BARAT,,,89110027,083877004338,,,1400000000359,KLINIK TC,24/Sep/2014 17:00:00,AKTIF
A01,BANDA ACEH ,A01,KANWIL SUMBAGUT,8159,PUSKESMAS PEUKAN BADA,JLN. MESJID TGK CHIK MAHARAJA GURAH NO. 03 KODE POS 23351,,,,081360410195,081360048267,081360048267,1500000000578,RS. TRAUMA CENTRE,05/Apr/2015 17:00:00,AKTIF
101,PAPUA JAYAPURA,101,KANWIL BANUSPA,7091,RS DIAN HARAPAN TRAUMA CENTER,JL. TARUNA BHAKTI WAENA,,0967,572123,081344100432,572123,572123,1400000000375,RS. TRAUMA CENTRE,22/Sep/2014 17:00:00,AKTIF
L11,SEMARANG MAJAPAHIT,L11,KANWIL JATENG DAN DIY,7149,RSUD SUNAN KALIJAGA,JL. SULTAN FATAH 669/50 DEMAK,,0291,685018,081325064667,6905501,6905501,1400000000402,RUMAH SAKIT TC,30/Sep/2014 17:00:00,AKTIF
K11,CIMAHI,K11,KANWIL JAWA BARAT,7766,KLINIK NAYAKA ERA HUSADA,JL. JEND. H. AMIR MACHMUD NO 477 CIBABAT CIMAHI,,022,6640384,08179253727,6640384,6640384,1500000000232,KLINIK TC,14/Jan/2015 17:00:00,AKTIF
B04,TANJUNG MORAWA,B04,KANWIL SUMBAGUT,7383,KLINIK KULON PROGO,JL. BATANG KUIS GG. KANDAR NO. 8 DS TELAGA SARI TANJUNG MORAWA,1-DNH-8959,061,7942321,085359157704,7942321,7942321,1400000000619,RS. TRAUMA CENTRE,14/Dec/2014 17:00:00,AKTIF
B05,MEDAN UTARA,B05,KANWIL SUMBAGUT,7838,PUSKESMAS SENTOSA BARU,JL.SENTOSA BARU MEDAN,,,0614144396,0614144396,0614520331,0614520331,1500000000310,KLINIK TC,01/Jan/2015 17:00:00,AKTIF
B05,MEDAN UTARA,B05,KANWIL SUMBAGUT,7844,PUSKESMAS MEDAN AREA SELATAN,JL. MEDAN AREA SELATAN NO. 100,,,0617350214,0617350214,0614520331,0614520331,1500000000304,KLINIK TC,01/Jan/2015 17:00:00,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,7572,KLINIK PRATAMA MITRA SEHAT,JL IMOGIRI TIMUR KM 6 DLADAN BARU NGLEBENG TAMANAN BANGUNTAPAN,1-DNH-1977,0274,9103190,0818465607,9103190,9103190,1500000000048,KLINIK TC,30/Nov/2014 17:00:00,AKTIF
A02,LANGSA,A02,KANWIL SUMBAGUT,7569,PUSKESMAS BANDA MULIA,KECAMATAN BANDA MULIA,,,085275453457,,,,1500000000039,RS. TRAUMA CENTRE,28/Dec/2014 17:00:00,AKTIF
A00,LHOKSEUMAWE,A00,KANWIL SUMBAGUT,8006,KLINIK HUSADA LHOKSUKON,JL TGK CHIK DITUNONG GAMPONG KUTA LHOKSUKON KEC. LHOKSUKON KAB. ACEH UTARA,1-DNH-7385,0645,31120,081269777116,0811675404,0811675404,1500000000446,KLINIK TC,22/Mar/2015 17:00:00,AKTIF
B01,PEMATANGSIANTAR,B01,KANWIL SUMBAGUT,7108,RSUD TUAN RONDAHAIM,KOMP PEMKAB SIMALUNGUN PEMATANG RAYA,,0622,331170,082167582106,331170,331170,1400000000350,RUMAH SAKIT TC,02/Sep/2014 17:00:00,AKTIF
100,PAPUA BARAT,100,KANWIL BANUSPA,7902,PUSKESMAS MAKBON (KTC),MAKBON KAB SORONG,,0821,99373405,082199373405,(0951) 324350,(0951) 324350,1500000000388,KLINIK TC,25/Feb/2015 17:00:00,AKTIF
L02,CILACAP,L02,KANWIL JATENG DAN DIY,8491,KLINIK RAJA HUSADA,JL. SRANDIL NO. 212 B RT 006 RW 011 DESA ADIRAJA KEC. ADIPALA,,0282,5264443,DR HERI YULIADRI (0816694583),5264443,5264443,1500000000865,KLINIK TC,30/Apr/2015 17:00:00,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,7810,PUSKESMAS PASAR MERAH,HM JONI,,,,,,,1500000000268,RS. TRAUMA CENTRE,18/Dec/2014 17:00:00,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,7807,PUSKESMAS MEDAN POLONIA,JL POLONIA,,,,,,,1500000000273,RS. TRAUMA CENTRE,18/Dec/2014 17:00:00,AKTIF
B05,MEDAN UTARA,B05,KANWIL SUMBAGUT,7823,PUSKESMAS GLUGUR DARAT,JL. PENDIDIKAN NO. 8 GLUGUR DARAT I,,,061662573,061662573,4520331,4520331,1500000000285,KLINIK TC,31/Jan/2015 17:00:00,AKTIF
B05,MEDAN UTARA,B05,KANWIL SUMBAGUT,7821,PUSKESMAS BINJAI,JL. M. NAWI HARAHAP MEDAN,,,08126452428,08126452428,0614520331,0614520331,1500000000287,KLINIK TC,31/Jan/2015 17:00:00,AKTIF
K14,BEKASI CIKARANG,K14,KANWIL JAWA BARAT,7137,RS SENTRA MEDIKA,"JL RAYA INDUSTRI PASIR GOMBONG, CIKARANG, BEKASI",,021,8904160,,,,1400000000387,RS. TRAUMA CENTRE,11/Jun/2014 17:00:00,AKTIF
S01,SAMARINDA,S01,KANWIL KALIMANTAN,7347,RS PUPUK KALTIM SIAGA RAMANIA,JL RAMANIA NO 3,,0541,739772,,,,1400000000572,RS. TRAUMA CENTRE,11/Dec/2014 17:00:00,AKTIF
B04,TANJUNG MORAWA,B04,KANWIL SUMBAGUT,7518,PUSKESMAS BANDAR BARU,DESA BANDAR BARU KEC. BANDAR BARU,,,081397941999,DR. MHD. NURHIDAYAT,,,1400000000719,RS. TRAUMA CENTRE,14/Dec/2014 17:00:00,AKTIF
B04,TANJUNG MORAWA,B04,KANWIL SUMBAGUT,7519,PUSKESMAS KUTALIMBARU,DESA KUTALIMBARU KEC. KUTALIMBARU,,,081361326400,DRG. KORNELIUS PINEM,,,1400000000726,RS. TRAUMA CENTRE,14/Dec/2014 17:00:00,AKTIF
B04,TANJUNG MORAWA,B04,KANWIL SUMBAGUT,7492,PUSKESMAS HAMPARAN PERAK,DESA HAMPARAN PERAK KEC. HAMPARAN PERAK,,,082160351011,DR. AULIA AGUSTIN,,,1400000000711,RS. TRAUMA CENTRE,14/Dec/2014 17:00:00,AKTIF
K03,CIREBON,K03,KANWIL JAWA BARAT,8704,PKM KUBANGDELEG,JL. RAYA KUBANGDELEG,,,,,,,1500000001102,RS. TRAUMA CENTRE,30/Apr/2015 17:00:00,AKTIF
B04,TANJUNG MORAWA,B04,KANWIL SUMBAGUT,7489,PUSKESMAS PATUMBAK,DESA PATUMBAK KEC. PATUMBAK,,,085275960879,"DR. HERRY KURNIA, MARS",,,1400000000694,RS. TRAUMA CENTRE,14/Dec/2014 17:00:00,AKTIF
A03,MEULABOH,A03,KANWIL SUMBAGUT,7544,PUSKESMAS TANGKEH,"DS. TANGKEH, KEC. WOYLA TIMUR",,,,085277667755,77667755,77667755,1500000000016,RS. TRAUMA CENTRE,09/Dec/2014 17:00:00,AKTIF
J06,JAKARTA CILANDAK,J06,KANWIL DKI JAKARTA,7718,RS BHAYANGKARA SESPIMMA POLRI,JL CIPUTAT RAYA NO 40 KEBAYORAN LAMA,,021,7650384,EKA DAMAYANTI,7650384,7650384,1500000000192,RUMAH SAKIT TC,15/Jan/2015 17:00:00,AKTIF
A03,MEULABOH,A03,KANWIL SUMBAGUT,7529,PUSKESMAS SUKA MULIA,"JL. SEUNEUAM, KEC. DARUL MAKMUR",,,,085260457780,60457780,60457780,1500000000001,RS. TRAUMA CENTRE,09/Dec/2014 17:00:00,AKTIF
N04,PASURUAN,N04,KANWIL JATIM,7440,RSUD BANGIL,JL. RAYA RACI BANGIL,,0343,744900,"DR.DR.HJ.ASLICHAH, M.KES, AFP",744900,744900,1400000000605,RUMAH SAKIT TC,02/Dec/2014 17:00:00,AKTIF
J04,JAKARTA RAWAMANGUN,J04,KANWIL DKI JAKARTA,8646,PUSAT PELATIHAN KERJA DAERAH JAKARTA TIMUR,JALAN JATINEGARA BARAT NO 142 JAKTIM,,,,DIDIK SUPARDI (KEPALA PPKD),,,1500000001014,RS. TRAUMA CENTRE,29/Apr/2015 17:00:00,AKTIF
H00,BANDAR LAMPUNG ,H00,KANWIL SUMBAGSEL,7273,KLINIK UTAMA RAWAT INAP MITRA KOSASIH,JL. MS. BATUBARA NO. 70 KUPANG TEBA TELUK BETUNG BANDAR LAMPUNG,1-DNH-7246,0721,7327768,085380123453,7773665,7773665,1400000000499,KLINIK TC,31/Oct/2014 17:00:00,AKTIF
B03,PADANG SIDEMPUAN,B03,KANWIL SUMBAGUT,7705,PRAKTEK DR ASRIAL,JL SM RAJA NO 200 PADANGSIDIMPUAN,,,,DR ASRIAL,61032553,61032553,1500000000178,KLINIK TC,04/Feb/2015 17:00:00,AKTIF
K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8434,RS MATA CICENDO,JL. CICENDO NO. 4 BANDUNG,,022,4231280,"TIURMA SIMARMATA, SPD",4231281,4231281,1500000000801,KLINIK TC,12/Apr/2015 17:00:00,AKTIF
G00,PALEMBANG,G00,KANWIL SUMBAGSEL,8616,PUSKESMAS SABOKINGKING,"JL. SABOKINGKING NO. 13 RT. 1, KEC. ILIR TIMUR II",,,,,,,1500000000991,KLINIK TC,04/May/2015 17:00:00,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,7722,RS MARTHA FRISKA MULTATULI,JL MULTATULI KOMP MULTATULI INDAH NO 1,,061,4149666,081376969687,,,1500000000208,RUMAH SAKIT TC,04/Feb/2015 17:00:00,AKTIF
G00,PALEMBANG,G00,KANWIL SUMBAGSEL,8603,PUSKESMAS ARIODILLAH,"JL. ARIODILLAH NO. 2102, KEC. ILIR TIMUR I",,,,,,,1500000000979,KLINIK TC,04/May/2015 17:00:00,AKTIF
G00,PALEMBANG,G00,KANWIL SUMBAGSEL,8596,PUSKESMAS PLAJU,"JL. DI PANJAITAN PLAJU ULU, KEC. PLAJU",,,,,,,1500000000972,KLINIK TC,04/May/2015 17:00:00,AKTIF
G00,PALEMBANG,G00,KANWIL SUMBAGSEL,8598,PUSKESMAS PAKJO,"JL. INSPEKTUR MARZUKI NO. 2240, KEC. ILIR BARAT I",,,,,,,1500000000974,KLINIK TC,04/May/2015 17:00:00,AKTIF
A03,MEULABOH,A03,KANWIL SUMBAGUT,7427,PUSKESMAS MEUTULANG ACEH BARAT,"JL. MEULABOH MEUTULANG, KEC. PANTON REU",,,,081360819070,60819070,60819070,1400000000616,RS. TRAUMA CENTRE,09/Dec/2014 17:00:00,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,8306,ANUGERAH KARYA MEDIKA CEMENGKALANG SIDOARJO,"RUKO PURI INDAH BLOK 30,JATI-CEMENGKALANG-SIDOARJO",1-DNH-3044,,03171554259,SUSILO HENDROWARSITO,081230298888,081230298888,1500000000715,KLINIK TC,31/Mar/2015 17:00:00,AKTIF
A02,LANGSA,A02,KANWIL SUMBAGUT,7959,PUSKESMAS LANGSA LAMA,JL PENDIDIKAN DS MEURANDEH DAYA KEC LANGSA LAMA,,,,085261368625,085261368625,085261368625,1500000000395,RS. TRAUMA CENTRE,18/Jan/2015 17:00:00,AKTIF
D04,RENGAT,D04,KANWIL SUMBARRIAU,6997,KLINIK MUIZZAH,JL. RAYA PEMATANG REBA - PEKAN HERAN,,,,DR. LINA Y KIRAM,71514243,71514243,1400000000263,KLINIK TC,15/Jul/2014 17:00:00,AKTIF
W02,PALOPO,W02,KANWIL SULAWESI MALUKU,6949,BLUD RSUD I LAGALIGO,JL SANGKURUWIRA KEC WOTU,1-DNH-6200,0811,4216001,081355286276 IBU SURI,4216001,4216001,1400000000215,RS. TRAUMA CENTRE,29/Jun/2014 17:00:00,AKTIF
H01,LAMPUNG TENGAH,H01,KANWIL SUMBAGSEL,7048,RSUD MENGGALA,JL. MEGOW PAK NO. 08 MENGGALA,,0726,21131,,21131,21131,1400000000308,RS. TRAUMA CENTRE,18/May/2014 17:00:00,AKTIF
A03,MEULABOH,A03,KANWIL SUMBAGUT,6976,RSUD CUT NYAK DHIEN MEULABOH,JL. GAJAH MADA MEULABOH,,0655,21137,081362746600,21137,21137,1400000000273,RS. TRAUMA CENTRE,04/Jun/2014 17:00:00,AKTIF
N11,SIDOARJO,N11,KANWIL JATIM,7012,RSU ANWAR MEDIKA,JL RAYA BY PASS KRIAN KM 33 BALONGBENDO,,031,8974943,DR NUNGKI,,,1400000000278,RUMAH SAKIT TC,15/Jul/2014 17:00:00,AKTIF
L00,SEMARANG PEMUDA,L00,KANWIL JATENG DAN DIY,6958,RS PERMATA MEDIKA,JL MOCH ICHSAN NO 93-97 NGALIYAN,,024,7625005,IBU DIAH (HUMAS),,,1400000000219,RUMAH SAKIT TC,29/Jun/2014 17:00:00,AKTIF
T01,PALU,T01,KANWIL SULAWESI MALUKU,6967,RSUD KABELOTA,JL. TRANS SULAWESI KAB. DONGGALA,,,,082341984680,,,1400000000231,RUMAH SAKIT TC,15/Jun/2014 17:00:00,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,6914,RS BHAYANGKARA SIKESJAS KORBRIMOB,JL RAYA AKSES UI KELAPA DUA DEPOK,,021,87704691,"IBU TITI, BPK SUJARWO",,,1400000000183,RS. TRAUMA CENTRE,04/Jun/2014 17:00:00,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,6913,RS SIMPANGAN DEPOK,JL RAYA JAKARTA BOGOR KM 36 SUKAMAJU DEPOK,,021,,IBU NYAI DEWI,,,1400000000182,RS. TRAUMA CENTRE,09/Jun/2014 17:00:00,AKTIF
D03,DUMAI,D03,KANWIL SUMBARRIAU,6929,BALAI PENGOBATAN MUTIARA KASIH,JL RAYA LUBUK GAUNG RT 008 SEI SEMBILAN,1-DNH-7092,,,081378691688,,,1400000000208,KLINIK TC,04/May/2014 17:00:00,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,7014,RSTC  GRHA PERMATA IBU,JL KH USMAN NO 168 BEJI KUKUSAN DEPOK,,021,7778899,,7778899,7778899,1400000000285,RS. TRAUMA CENTRE,14/Jul/2014 17:00:00,AKTIF
K18,DEPOK,K18,KANWIL JAWA BARAT,6890,RS SENTRA MEDIKA CISALAK,JL RAYA JAKARTA BOGOR KM 33 CISALAK DEPOK,,021,8743790,DR ROSNA,,,1400000000181,RS. TRAUMA CENTRE,30/May/2014 17:00:00,AKTIF
C01,BUKIT TINGGI,C01,KANWIL SUMBARRIAU,6975,RSI IBNU SINA SIMPANG AMPEK,JL M. NATSIR PASAMAN BARU SIMPANG EMPAT PASAMAN BARAT,,0753,7464015,082112456444,22680,22680,1400000000239,RUMAH SAKIT TC,02/Feb/2014 17:00:00,AKTIF
J03,JAKARTA KELAPA GADING ,J03,KANWIL DKI JAKARTA,6979,KLINIK WAHANA SEJAHTERA III,JL WARAKAS I NO 5 RT/RW 003/001 KEL. WARAKAS,,021,43934695,DRG HADI SANTOSO,43934695,43934695,1400000000241,RS. TRAUMA CENTRE,26/May/2014 17:00:00,AKTIF
K11,CIMAHI,K11,KANWIL JAWA BARAT,6952,RSU AVISENA,JL. MELONG NO 170 BLOK CIKENDAL,,022,6000830,081312400395,0226000830,0226000830,1400000000224,RUMAH SAKIT TC,13/May/2014 17:00:00,AKTIF
N02,MALANG,N02,KANWIL JATIM,5998,RUMAH SAKIT UMUM BEN MARI,JL. RAYA KENDAL PAYAK NO 17 PAKISAJI,,0341,837777,DEWI INDAWATI,837666,837666,1200000000011,RUMAH SAKIT TC,30/Nov/2011 17:00:00,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,6852,RUMAH SAKIT PANTI RAPIH,JALAN CIK DI TIRO NO 30,,0274,514014,08112502532,514014,514014,1400000000134,RUMAH SAKIT TC,08/May/2014 17:00:00,AKTIF
K16,BOGOR CILEUNGSI  ,K16,KANWIL JAWA BARAT,6257,RSTC MH THAMRIN CILEUNGSI,JL RAYA NAROGONG KM 16 LIMUSNUNGGAL CILEUNGSI,,021,8235052,DR TIWI DAN DR IKA,8235052,8235052,1400000000327,RUMAH SAKIT TC,31/Jul/2012 17:00:00,AKTIF
W02,PALOPO,W02,KANWIL SULAWESI MALUKU,6774,RS BINTANG LAUT,JL K.H.M. KASIM NO 5,,0471,21302,DR LUISA 081382628760,82628760,82628760,1400000000049,RS. TRAUMA CENTRE,01/Apr/2013 17:00:00,AKTIF
K05,SERANG,K05,KANWIL BANTEN,6805,RSUD BANTEN,JL SYECH NAWAWI AL-BANTANI,,0254,8490911,DRG. RIMA ASTUSTI,8490911,8490911,1400000000082,RS. TRAUMA CENTRE,31/Mar/2014 17:00:00,AKTIF
K09,PURWAKARTA,K09,KANWIL JAWA BARAT,6587,RS. MH THAMRIN PURWAKARTA,JL. RAYA BUNGURSARI NO. 36 SADANG,,0264,8222222,"DR.H. KEMAL MUHAMAD, MMR.,M.KES,AIFO",8222222,8222222,1300000000035,RS. TRAUMA CENTRE,06/Jun/2013 17:00:00,AKTIF
H00,BANDAR LAMPUNG ,H00,KANWIL SUMBAGSEL,6823,KLINIK KELUARGA PANJANG MEDIKA,JALAN TELUK AMBON NO 14 KEL. PIDADA PANJANG,1-VH78,,081279111659,DR AILA KARYUS,081279111659,081279111659,1400000000115,KLINIK TC,27/Apr/2014 17:00:00,AKTIF
000,MALUKU,000,KANWIL SULAWESI MALUKU,6797,RSU AL FATAH AMBON,JL SULTAN BAABULLAH NO.2 AMBON,,0911,343848,082397028788,,,1400000000076,RUMAH SAKIT TC,15/Apr/2014 17:00:00,AKTIF
S00,BALIKPAPAN,S00,KANWIL KALIMANTAN,6770,RUMAH SAKIT UMUM DAERAH PANGLIMA SEBAYA,JL KESUMA BANGSA KM 5 TANA PASER,,0543,24563,082251134599,,,1400000000047,RS. TRAUMA CENTRE,14/Feb/2014 17:00:00,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,6858,RS ISLAM MALAHAYATI,JL. PANGERAN DIPONEGORO NO 2-4,,061,4518766,0811610112,4518766,4518766,1400000000129,RUMAH SAKIT TC,20/Apr/2014 17:00:00,AKTIF
N11,SIDOARJO,N11,KANWIL JATIM,6856,RS BUNDA SIDOARJO,JL KUNDI NO 70 KEPUH KIRIMAN WARU,,031,8668880,TUTIK ARININGSIH,,,1400000000128,RUMAH SAKIT TC,15/Apr/2014 17:00:00,AKTIF
D01,TANJUNG PINANG,D01,KANWIL SUMBARRIAU,6717,RSUP KEPRI TANJUNGPINANG KM 8,JL. BARU SUNGAI CARANG KM.8 TANJUNGPINANG,,,,"DR. SUPARTINI (081364678015), DR. DEVI (085278553702)",733520,733520,1400000000013,RUMAH SAKIT TC,05/Feb/2014 17:00:00,AKTIF
N02,MALANG,N02,KANWIL JATIM,6018,RS. WAVA HUSADA,JL. PANGLIMA SUDIRMAN NO. 99 A DILEM KEPANJEN,,0341,393000,IBU YAYUK,,,1200000000008,RUMAH SAKIT TC,23/May/2012 17:00:00,AKTIF
H00,BANDAR LAMPUNG ,H00,KANWIL SUMBAGSEL,6822,KLINIK LEMATANG MEDICAL CENTER,JL. SUTAMI KM. 11 NO. 135 LEMATANG TANJUNG BINTANG,1-DNH-6831,,0721350145,DR AGUS KELANA,089631062444,089631062444,1400000000114,KLINIK TC,27/Apr/2014 17:00:00,AKTIF
K02,BOGOR KOTA,K02,KANWIL JAWA BARAT,5725,RS SENTRA MEDIKA CIBINONG TC,JL MAYOR OKING JAYAATMAJA,,021,87909999,,,,1500000000072,RS. TRAUMA CENTRE,10/Nov/2011 17:00:00,AKTIF
K02,BOGOR KOTA,K02,KANWIL JAWA BARAT,3735,RS FAMILY MEDICAL CENTER TC,JL RAYA JAKARTA BOGOR KM 51 SUKARAJA,,,,DR BAMBANG P,,,1500000000071,RS. TRAUMA CENTRE,06/Nov/2008 17:00:00,AKTIF
L01,SURAKARTA,L01,KANWIL JATENG DAN DIY,5626,RS PANTI WALUYO SURAKARTA,JL A YANI 1-2 SURAKARTA,,0271,712077,082242846199,,,1100000000031,RUMAH SAKIT TC,31/Aug/2011 17:00:00,AKTIF
N12,GRESIK,N12,KANWIL JATIM,4102,RS PETRO KIMIA GRESIK,JL JEND A YANI 69,,031,3976688,,3976688,3976688,0900000000039,RUMAH SAKIT TC,19/Jun/2009 17:00:00,AKTIF
L09,PURWOKERTO,L09,KANWIL JATENG DAN DIY,3374,RS ORTHOPAEDI PURWOKERTO,JL SOEPARDJO ROESTAM 99 SOKARAJA BANYUMAS,,0281,6844166,081327221855,,,0900000000001,RUMAH SAKIT TC,31/Jul/2008 17:00:00,AKTIF
L07,TEGAL,L07,KANWIL JATENG DAN DIY,4011,RS DEDY JAYA (TC),JL AHMAD YANI NO 57,,0283,0283672525,0812-2810-446,0283672525,0283672525,0900000000036,RUMAH SAKIT TC,30/Apr/2009 17:00:00,AKTIF
N11,SIDOARJO,N11,KANWIL JATIM,3477,RS CITRA MEDIKA,JL.RAYA SURABAYA-MOJOKERTO KM 44,,0321,361000,,,,0800000000036,RUMAH SAKIT TC,16/Nov/2008 17:00:00,AKTIF
K17,TANGERANG CIMONE  ,K17,KANWIL BANTEN,4955,RSU AN NISA,"JL GATOT SUBROTO NO 96 KM 3, CIBODAS",,021,5525564,081232111579,,,1100000000004,RS. TRAUMA CENTRE,30/Nov/2010 17:00:00,AKTIF
N02,MALANG,N02,KANWIL JATIM,4836,RUMAH SAKIT MARSUDI WALUYO,JL.RAYA MONDOROKO KM 9 SINGOSARI MALANG,,0341,458919,BU MARIANA,458919,458919,1000000000011,RUMAH SAKIT TC,07/Dec/2010 17:00:00,AKTIF
E00,JAMBI,E00,KANWIL SUMBAGSEL,2381,RSUD HAJI ABDOEL MADJID BATOE,"JL PROF DR SRI SUDEWI, SH MUARA BULIAN",,,,"DR H HUSNY E TAUFIK, SP RAD",,,1000000000004,RS. TRAUMA CENTRE,03/Jul/2007 17:00:00,AKTIF
L08,KLATEN,L08,KANWIL JATENG DAN DIY,1392,RSUD BANYUDONO," JL. BOYOLALI - SOLO KM. 10, KUWIRAN, BANYUDONO, KABUPATEN BOYOLALI, JAWA TENGAH 57373",,,085647136655,SRI YAMTI,0271 784349,0271 784349,0800000000005,RUMAH SAKIT TC,13/Sep/2007 17:00:00,AKTIF
